Reused Comment,Reused Comment Author (Role),Reused Code Author,Reused Chunk Name (Assignment),Reused Code Link,Reused Date,Parent Comment,Parent Comment Author (Role),Parent Code Author,Parent Chunk Name (Assignment),Parent Code Link,Parent Date
Make sure to give a brief testing strategy before each test case (you can say which partition you're testing for),peniel (S),wjarvis,BoardTest (ps3),https://10.18.6.30/chunks/view/114165#comment-242095,2015-04-12 18:10:25,Make sure to give a brief testing strategy before each test case (you can say which partition you're testing for),peniel (S),dhroova,BoardTest (ps3),https://10.18.6.30/chunks/view/113934#comment-242091,2015-04-12 18:09:32
"You don't seem to vary the capitalization of the usernames at all - how are you testing that ""alyssa"" == ""ALYssa""?",ashwang (S),aradhana,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96273#comment-208357,2015-02-28 12:28:39,"You don't seem to vary the capitalization of the usernames at all - how are you testing that ""alyssa"" == ""ALYssa""?",ashwang (S),dpchen,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/95116#comment-208355,2015-02-28 12:28:03
"Your tests don't catch the pre-condition that the input list cannot be modified. A solution to this might be to create a deep copy of the list, pass the deep copy through the method being tested, and then asserting that the deep copy is still the same as the original list, and add this to all tests.",vchak (S),cjdesno,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/97949#comment-212714,2015-03-02 18:27:21,"Your tests don't catch the pre-condition that the input list cannot be modified. A solution to this might be to create a deep copy of the list, pass the deep copy through the method being tested, and then asserting that the deep copy is still the same as the original list, and add this to all tests.",vchak (S),kevchang,FilterTest (ps1),https://10.18.6.30/chunks/view/97199#comment-212669,2015-03-02 18:09:29
It's probably not necessary to use a Javadoc comment here because there is no return value or parameters to the method - a normal single line or multiline comment works fine.,atitus (S),ganand,ExtractTest (ps1),https://10.18.6.30/chunks/view/95277#comment-208611,2015-02-28 14:59:44,It's probably not necessary to use a Javadoc comment here because there is no return value or parameters to the method - a normal single line or multiline comment works fine.,atitus (S),pgentili,FilterTest (ps1),https://10.18.6.30/chunks/view/95848#comment-208590,2015-02-28 14:46:00
"Although adding checkRep() on observer methods is optional, it is encouraged as good defensive coding.",shikexue (T),label,ConcreteStyle (ps2),https://10.18.6.30/chunks/view/101223#comment-229074,2015-03-22 20:01:07,"Although adding checkRep() on observer methods is optional, it is encouraged as good defensive coding.",shikexue (T),dumesnil,ConcreteStyle (ps2),https://10.18.6.30/chunks/view/101603#comment-229022,2015-03-22 19:44:06
"Consider moving these in with your tests so that all the tests for writtenBy are in one place and all the tests for inTimespan are in another place, etc.",lahuang4 (S),deannah,FilterTest (ps1),https://10.18.6.30/chunks/view/95596#comment-208737,2015-02-28 16:39:36,Consider moving these in with your tests so that all the tests for guessFollowsGraph are in one place and all the tests for influencers are in another place.,lahuang4 (S),jsgordon,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/95458#comment-208703,2015-02-28 16:20:59
It would be good to include a comment on why you subtract calculateRegularPolygonAngle from 180.,kellysh (S),theronn,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90494#comment-204500,2015-02-11 21:22:59,It would be good to include a comment on why you subtract calculateRegularPolygonAngle from 180.,kellysh (S),zhangd,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89874#comment-204491,2015-02-11 21:19:02
"Print statements are great Print statements are great debugging tools but should be removed from the final commit. Didit's automated tests will show you the print output, which can clutter your test pages.",shikexue (T),zpsaras,SocialNetwork (ps1),https://10.18.6.30/chunks/view/97685#comment-212999,2015-03-02 20:58:50,"Print statements are great debugging tools but should be removed from the final commit. Didit's automated tests will show you the print output, which can clutter your test pages.",shikexue (T),kevchang,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/97203#comment-212398,2015-03-02 15:34:05
"Check if the row is in bounds. If not, throw IndexOutOfBoundsException",csiu22 (S),eshirley,ConcretePage (ps2),https://10.18.6.30/chunks/view/107181#comment-228884,2015-03-22 18:47:31,"Check if the row is in bounds. If not, throw IndexOutOfBoundsException",csiu22 (S),niquo,ConcretePage (ps2),https://10.18.6.30/chunks/view/107433#comment-228870,2015-03-22 18:43:52
"Why not use a for loopwhy not a for loop?
for(int i=0; i",ayanez (S),defne,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91509#comment-205993,2015-02-12 20:32:09,"why not a for loop?
for(int i=0; i<sides; i++)",ayanez (S),leungs,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91101#comment-205989,2015-02-12 20:30:40
maybe name your test variables something more descriptive than d1 or d2... it'll help when writing your tests to use variables that indicate what test cases they should be used in,jasmeet (S),nlucas,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/97150#comment-210646,2015-03-01 17:00:13,maybe name your test variables something more descriptive than d1 or d2... it'll help when writing your tests to use variables that indicate what test cases they should be used in,jasmeet (S),eyxue,MyFilterTest (ps1),https://10.18.6.30/chunks/view/96872#comment-210578,2015-03-01 16:37:26
nice commenting!,cajubelt (S),garronc,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90194#comment-204191,2015-02-11 18:44:51,nice commenting!,cajubelt (S),ruisong,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/89943#comment-203333,2015-02-11 10:47:35
"You can collapse this into a single line as ""private static Instant d1, d2, d3;"" and on line 72 as ""private static Tweet tweet1, tweet2, tweet3, tweet4, tweet5, tweet6, tweet7, tweet8, tweet9, tweet10;""",atitus (S),emberley,ExtractTest (ps1),https://10.18.6.30/chunks/view/95802#comment-208546,2015-02-28 14:32:32,"You can collapse this into a single line as ""private static Instant d1, d2, d3, d4;"" and on line 46 as ""private static Tweet tweet1, tweet2, tweet3, tweet4, tweet5;""",atitus (S),anr,ExtractTest (ps1),https://10.18.6.30/chunks/view/95967#comment-208426,2015-02-28 13:19:08
"for (List<Photo> row : photos) {I think syntax more like:
for (List row : photosList) {
   ...
   }
would be a lot clearer.",wallace_ (S),prinster,ConcretePage (ps2),https://10.18.6.30/chunks/view/107523#comment-229310,2015-03-22 21:14:18,"I think syntax more like:
for (List<Photo> row : photosList) {
   ...
   }
would be a lot clearer.",wallace_ (S),smohan94,ConcretePage (ps2),https://10.18.6.30/chunks/view/107037#comment-229258,2015-03-22 21:05:32
"I would suggest putting the increment method in the handle connection method. I was getting some weird concurrency bugs with it in serve.  This way, you know that you will increment only when another connection is handled and decrement when a connection is terminated. ",edenmark (S),seansoni,MinesweeperServer (ps3),https://10.18.6.30/chunks/view/113745#comment-242698,2015-04-12 21:45:56,"This might not be the best place to increment and decrement your numUsers. I ran into some weird concurrency errors.  Instead, I would suggest putting your increment/decrement in your handleConnection method. This way, you know that you will increment only when another connection is handled and decrement when a connection is terminated. ",edenmark (S),asjm,MinesweeperServer (ps3),https://10.18.6.30/chunks/view/114162#comment-242663,2015-04-12 21:39:27
Perhaps consider implementing this iterator by taking advantage of a common interface that can provide you an iterator for instances of that interface,vchak (S),tdh,ConcretePage (ps2),https://10.18.6.30/chunks/view/101130#comment-216687,2015-03-20 15:48:35,Perhaps consider implementing this iterator by taking advantage of a common interface that can provide you an iterator for instances of that interface,vchak (S),jefflu,ConcretePage (ps2),https://10.18.6.30/chunks/view/101775#comment-216682,2015-03-20 15:41:50
"I see that we're for looping through column times and we are adding to checkSumColumns column times.  When would they become unequal?  

Row works because we are checking checkSumRows against the number of readlines.

Also, I believe if the file has more lines than specified in the firstline, then it is also invalid.  (This is again checked by your checkSumRows, but not checkSumColumns).  ",eewayhsu (S),deldar,Board (ps3),https://10.18.6.30/chunks/view/113850#comment-240944,2015-04-12 10:34:22,"Hey George, I totally agree because we're looking for referential equality for mutable types.  However, I feel that the pset was suggesting we write equals and hashcode regardless.  

Instructors? ",eewayhsu (S),eewayhsu,ConcretePage (ps2),https://10.18.6.30/chunks/view/106558#comment-231235,2015-03-23 01:01:54
Note that you are going couterclockwise here.,brishima (S),ganand,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89830#comment-203535,2015-02-11 13:27:53,Note that you are going couterclockwise here.,brishima (S),deldar,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90339#comment-203430,2015-02-11 11:50:34
Try to remove commented out good for final version,dlerner (S),liny,Board (ps3),https://10.18.6.30/chunks/view/114082#comment-242340,2015-04-12 20:27:07,Good job checking for unsupported filter value,dlerner (S),lahuang4,ConcreteStyle (ps2),https://10.18.6.30/chunks/view/107764#comment-228114,2015-03-22 13:43:02
"Consider still making a d7 for tweet7 for consistency. If you want d7 and d6 to be the same time, you can just do d7 = d6;. (And the same for tweet8).",lahuang4 (S),jabrown,ExtractTest (ps1),https://10.18.6.30/chunks/view/95529#comment-208728,2015-02-28 16:34:38,"Consider still making a d3 for tweet3 for consistency. If you want d3 and d1 to be the same time, you can just do d3 = d1;. (And the same for tweet4, 5, 6).",lahuang4 (S),ccaldera,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96205#comment-208687,2015-02-28 16:15:02
"Remember to check that the file is properly formatted. If there are more tokens than 2 in the first line, then the file is formatted incorrectly but your code won't catch it.",shikexue (T),briantom,Board (ps3),https://10.18.6.30/chunks/view/114249#comment-241997,2015-04-12 17:34:29,"Remember to check that the file is properly formatted. If there are any more tokens in size, then the file is formatted incorrectly but your code won't catch it.",shikexue (T),herbanek,Board (ps3),https://10.18.6.30/chunks/view/113630#comment-241989,2015-04-12 17:33:11
Giving these variables meaningful names would greatly improve the readability of the tests.,osmanyc (S),npeaks,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96886#comment-210925,2015-03-01 19:57:29,Giving these variables meaningful names would greatly improve the readability of the tests.,osmanyc (S),kelseyc,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96954#comment-210879,2015-03-01 19:36:31
Explain your partioning ,espinoza (S),ink,FilterTest (ps1),https://10.18.6.30/chunks/view/97935#comment-212985,2015-03-02 20:54:18,Explain your partioning ,espinoza (S),ls2121,TurtleSoupTest (ps0),https://10.18.6.30/chunks/view/91300#comment-204400,2015-02-11 20:28:08
This method would potentially be easier to understand if you used a regex instead of an iteration-and-check method ,hcg (S),eshirley,Extract (ps1),https://10.18.6.30/chunks/view/97769#comment-212745,2015-03-02 18:59:23,"Not that this is super important, but the testing strategies section would be easier to read if you utilized indentation changes",hcg (S),mqiu,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/97397#comment-212677,2015-03-02 18:11:13
You should return the old title. This returns the new title because you already change it before returning it,csiu22 (S),niquo,ConcretePage (ps2),https://10.18.6.30/chunks/view/107433#comment-228871,2015-03-22 18:44:18,You should return the old title. This returns the new title because you already change it before returning it,csiu22 (S),mmahmood,ConcretePage (ps2),https://10.18.6.30/chunks/view/107962#comment-228810,2015-03-22 18:26:07
You don't need to to create more Instant instances if they are all the same.,ddoss (S),rliu42,FilterTest (ps1),https://10.18.6.30/chunks/view/95146#comment-210472,2015-03-01 15:57:22,You don't need to to create more Instant instances if they are all the same.,ddoss (S),webyun,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96151#comment-210437,2015-03-01 15:47:34
checkstyle is right on this one. only constants should be all caps  (like SIDES_IN_SQUARE = 4 from pset 0),cajubelt (S),osmanyc,Board (ps3),https://10.18.6.30/chunks/view/114014#comment-241284,2015-04-12 13:20:55,checkstyle is right on this one. only constants should be all caps like this (like SIDES_IN_SQUARE = 4 from pset 0),cajubelt (S),bcarter,Board (ps3),https://10.18.6.30/chunks/view/114154#comment-241187,2015-04-12 12:47:01
Does the remove functionality on this iterator either throw an exception or remove from the original list?,sidds (S),ytchen33,ConcretePage (ps2),https://10.18.6.30/chunks/view/108128#comment-228835,2015-03-22 18:34:55,Does the remove functionality on this iterator either throw an exception or remove from the original list?,sidds (S),epayne,ConcretePage (ps2),https://10.18.6.30/chunks/view/107887#comment-228821,2015-03-22 18:30:41
You can saYou can just write (hiddenRow.add(Math.random() < 0.25);,rotemh (S),aqp,Board (ps3),https://10.18.6.30/chunks/view/114075#comment-241166,2015-04-12 12:38:58,You can just write (hiddenRow.add(Math.random() < 0.25);,rotemh (S),sahasag,Board (ps3),https://10.18.6.30/chunks/view/113929#comment-241081,2015-04-12 12:03:28
Use @Test(expected=...) syntax.,allielee (T),chandani,BoardTest (ps3),https://10.18.6.30/chunks/view/113044#comment-242784,2015-04-12 22:06:00,Use @Test(expected=...) syntax.,allielee (T),henrya,BoardTest (ps3),https://10.18.6.30/chunks/view/113101#comment-242680,2015-04-12 21:41:49
Explain your partioning ,espinoza (S),ink,FilterTest (ps1),https://10.18.6.30/chunks/view/97935#comment-212986,2015-03-02 20:54:39,Explain your partioning ,espinoza (S),ls2121,TurtleSoupTest (ps0),https://10.18.6.30/chunks/view/91300#comment-204400,2015-02-11 20:28:08
maybe name your test variables something more descriptive than d1 or d2... it'll help when writing your tests to use variables that indicate what test cases they should be used in,jasmeet (S),vtjeng,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96997#comment-210604,2015-03-01 16:45:32,maybe name your test variables something more descriptive than d1 or d2... it'll help when writing your tests to use variables that indicate what test cases they should be used in,jasmeet (S),eyxue,MyFilterTest (ps1),https://10.18.6.30/chunks/view/96872#comment-210578,2015-03-01 16:37:26
Good way to handle other implementations that may deal with case insensitivity differently!,bellr (S),suganya,ExtractTest (ps1),https://10.18.6.30/chunks/view/96902#comment-210104,2015-03-01 13:38:07,Good way to handle other implementations that may deal with case insensitivity differently!,bellr (S),dhoule,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96705#comment-210065,2015-03-01 13:18:49
this.getFilterValue(Filter.BLUR) / 10 truncates since both values are integers. ,dpchen (S),malba,ConcreteStyle (ps2),https://10.18.6.30/chunks/view/105660#comment-228257,2015-03-22 14:40:00,val / 10 truncates since val and 10 are integers. Are you sure this is what you want?,dpchen (S),crysp,ConcreteStyle (ps2),https://10.18.6.30/chunks/view/106695#comment-228225,2015-03-22 14:28:56
Make this into a helper method so your code will be more DRY,csiu22 (S),ejfegan,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/95501#comment-209059,2015-02-28 21:45:55,Make this into a helper method so your code will be more DRY,csiu22 (S),ebartell,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/95960#comment-209049,2015-02-28 21:43:03
"tabSee ""Tab policy"" here: http://web.mit.edu/6.005/www/sp15/getting-started/#config-eclipse",lakras (T),smohan94,ConcreteStyle (ps2),https://10.18.6.30/chunks/view/107040#comment-229262,2015-03-22 21:06:21,"See ""Tab policy"" here: http://web.mit.edu/6.005/www/sp15/getting-started/#config-eclipse",lakras (T),shyin,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96229#comment-213181,2015-03-02 22:03:56
"A lot of this effectively copy/pasted from test to test. Consider how you might move this into a helper method, and call that helper method from inside your tests. (This might also make it easier to write additional tests.)",lakras (T),ajays235,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96082#comment-213141,2015-03-02 21:51:43,"A lot of this effectively copy/pasted from test to test. Consider how you might move this into a helper method, and call that helper method from inside your tests.",lakras (T),kiranw,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/94995#comment-213100,2015-03-02 21:41:52
filter: ; is not valid CSS. You need modify the method to handle the original style case. See: https://piazza.com/class/i4zvqj8qhef1x5?cid=573,rongil (S),lfzhang,ConcreteStyle (ps2),https://10.18.6.30/chunks/view/101945#comment-216612,2015-03-20 13:28:21,filter: ; is not valid CSS. You need modify the method to handle the original style case. See: https://piazza.com/class/i4zvqj8qhef1x5?cid=573,rongil (S),tonych,ConcreteStyle (ps2),https://10.18.6.30/chunks/view/101061#comment-216603,2015-03-20 12:58:31
"There is a Math function in Java which allows you to convert degrees to radians and radians to degrees. Check out Math.toRadians() and Math.toDegrees(), respectively. Also helps you get rid of the magic #.",castanom (S),brishima,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89896#comment-206225,2015-02-12 21:59:42,"There is a Math function in Java which allows you to convert degrees to radians and radians to degrees. Check out Math.toRadians() and Math.toDegrees(), respectively. Also helps you get rid of the magic #.",castanom (S),pbyang,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91608#comment-206170,2015-02-12 21:43:15
it would make each of your tests easier to understand if you commented exactly what each of your tests is testing; this provides more information than just your test name.,zengty (S),mcover,ExtractTest (ps1),https://10.18.6.30/chunks/view/95540#comment-210489,2015-03-01 16:04:25,it would make each of your tests easier to understand if you commented exactly what each of your tests is testing; this provides more information than your test name.,zengty (S),mfeffer,FilterTest (ps1),https://10.18.6.30/chunks/view/95826#comment-209038,2015-02-28 21:36:15
"You need to throw an exception if the file is improperly formatted. For example, there might be more than two tokens in the first line, which is invalid. Your code needs to catch invalid inputs so that an exception can be thrown.",shikexue (T),padillap,Board (ps3),https://10.18.6.30/chunks/view/114352#comment-242662,2015-04-12 21:39:23,"You need to throw an exception if the file is improperly formatted. For example, there might be more than two tokens in the first line, which is invalid. Your code needs to catch invalid inputs so that an exception can be thrown.",shikexue (T),cmozarmi,Board (ps3),https://10.18.6.30/chunks/view/114380#comment-242515,2015-04-12 21:11:26
"I didn't do this either but I saw a person who has tweets that are named according to the test cases they are assigned to (eg. tweetNoFollowing, or tweetNoMentions). It might be a good idea to use those names, which are easier to understand than tweet1, tweet2...etc",alexh95 (S),tportnoi,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/97841#comment-212399,2015-03-02 15:34:50,"I didn't do this either but I saw a person who has tweets that are named according to the test cases they are assigned to (eg. tweetNoFollowing, or tweetNoMentions). It might be a good idea to use those names, which are easier to understand than tweet1, tweet2...etc",alexh95 (S),arigreen,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/97407#comment-212349,2015-03-02 15:14:51
"Although your personal implementation of guessFollowsGraph may handle case sensitivity by making everything lower case, you can't assume that all implementations will return tweets where the text is all lower case since it's not against the postconditions. In all of your tests, it's probably a good idea to check equality in a way where it will ignore the case of whatever guessFollowsGraph returns. ",bellr (S),chengdai,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96802#comment-210088,2015-03-01 13:27:34,"Although your personal implementation of guessFollowsGraph may handle case sensitivity by making everything lower case, you can't assume that all implementations will return tweets where the text is all lower case since it's not against the postconditions. In all of your tests, it's probably a good idea to check equality in a way where it will ignore the case of whatever guessFollowsGraph returns.",bellr (S),jusrey,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96683#comment-210060,2015-03-01 13:16:22
This line is excessively long. Consider adding a line break.,ddoss (S),jmcunnin,SocialNetwork (ps1),https://10.18.6.30/chunks/view/95523#comment-210434,2015-03-01 15:46:55,This line is excessively long. Consider adding a line break (perhaps before xCoords.get(i+1) for better readability).,ddoss (S),johnla,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90693#comment-204114,2015-02-11 17:42:16
"look into the Character.isLetterOrDigit() method! also, consider a helper method for this.",akshayr (S),adiaz327,Extract (ps1),https://10.18.6.30/chunks/view/97186#comment-213275,2015-03-02 23:55:44,look into the Character.isLetterOrDigit() method!,akshayr (S),adiaz327,Extract (ps1),https://10.18.6.30/chunks/view/97186#comment-212029,2015-03-02 11:14:12
Explain your partioning ,espinoza (S),ink,FilterTest (ps1),https://10.18.6.30/chunks/view/97935#comment-212988,2015-03-02 20:54:58,Explain your partioning ,espinoza (S),ls2121,TurtleSoupTest (ps0),https://10.18.6.30/chunks/view/91300#comment-204400,2015-02-11 20:28:08
"These assertions are redundant, in that the second assertion implicitly checks whether the list is empty or not.",shikexue (T),mtmcgraw,FilterTest (ps1),https://10.18.6.30/chunks/view/97318#comment-213093,2015-03-02 21:40:43,"These assertions are redundant, in that the second assertion implicitly checks whether the list is empty or not.",shikexue (T),delerme,FilterTest (ps1),https://10.18.6.30/chunks/view/98029#comment-212919,2015-03-02 20:29:17
"Math.atan2() takes arguments in the order: (deltaY, deltaX). I think you are doing it backwards.",osmanyc (S),jerop,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89412#comment-204845,2015-02-11 23:48:44,"Math.atan2() takes arguments in the order: (deltaY, deltaX). I think you are doing it backwards.",osmanyc (S),smohan94,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90671#comment-204754,2015-02-11 23:07:47
"Maybe document why you're multiplying by 180. Specifying Math.atan2(y,x)'s return range would also do- also future programmers who may want to modify your code wouldn't have to look it up.",alexh95 (S),cmozarmi,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91862#comment-204347,2015-02-11 19:58:56,"Maybe document why you're multiplying by 180. Specifying Math.atan2(y,x)'s return range would also do- also future programmers who may want to modify your code wouldn't have to look it up.",alexh95 (S),aradhana,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90018#comment-204299,2015-02-11 19:33:27
"Math.toDegrees is the same as 180.0/Math.PI, except it is more clear what you are doing (converting from radians to degrees.) At little trivial in this example, but good to know that Java libraries are rather extensive. If you want to something relatively complex (like a trigonometric function), there's probably a Java function for that already.",shikexue (T),tfh,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91564#comment-206442,2015-02-13 19:19:36,"Also, Math.toDegrees is the same as 180.0/Math.PI, except it is more clear what you are doing (converting from radians to degrees.) At little trivial in this example, but good to know that Java libraries are rather extensive. If you want to something relatively complex (like a trigonometric function), there's probably a Java function for that already.",sonokin (T),azma,TurtleSoup (ps0),https://10.18.6.30/chunks/view/2224#comment-1899,2013-02-11 22:09:19
"There's this really cool thing you can do with testing to make testing code more DRY, which is to write a harness - it's a method that takes in your inputs and expected outputs, and does all the actual assertions itself. that way your test cases are just different sets of in/outputs that you pass to the harness. That said, your test code is pretty well organized already, so it's up to you if you want to implement it.",erosolar (S),lynnt,ExtractTest (ps1),https://10.18.6.30/chunks/view/96777#comment-210569,2015-03-01 16:34:26,"There's this really cool thing you can do with testing to make testing code more DRY, which is to write a harness - it's a method that takes in your inputs and expected outputs, and does all the actual assertions itself. that way your test cases are just different sets of in/outputs that you pass to the harness. That said, your test code is pretty well organized already, so it's up to you if you want to implement it.",erosolar (S),seansoni,FilterTest (ps1),https://10.18.6.30/chunks/view/96690#comment-210530,2015-03-01 16:20:24
Giving these variables meaningful names would greatly improve the readability of the tests.,osmanyc (S),slakshmi,FilterTest (ps1),https://10.18.6.30/chunks/view/97071#comment-210915,2015-03-01 19:53:38,Giving these variables meaningful names would greatly improve the readability of the tests.,osmanyc (S),kelseyc,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96954#comment-210879,2015-03-01 19:36:31
"These assertions are redundant, in that the second assertion implicitly checks whether the list is empty or not.",shikexue (T),delerme,FilterTest (ps1),https://10.18.6.30/chunks/view/98029#comment-212919,2015-03-02 20:29:17,"It is redundant, in that the second assertion implicitly checks whether the list is empty or not.",shikexue (T),fcicileo,FilterTest (ps1),https://10.18.6.30/chunks/view/97565#comment-212848,2015-03-02 19:50:23
"possible bug here. if headingDiffernece is a very negative number, say - 720, then the if statement will only increment it to -360. To fix this, you should put a while loop (while heading <0) ",edenmark (S),rsridhar,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89346#comment-203664,2015-02-11 14:24:03,"possible bug here. if heading is a very negative number, say - 720, then the if statement will only increment it to -360. To fix this, you should put a while loop (while heading <0) ",edenmark (S),peniel,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90249#comment-203650,2015-02-11 14:18:56
"Split this line into two, so it is easier for the reader",espinoza (S),ink,FilterTest (ps1),https://10.18.6.30/chunks/view/97935#comment-212980,2015-03-02 20:53:11,"Split this line into two, so it is easier for the reader",espinoza (S),dlerner,FilterTest (ps1),https://10.18.6.30/chunks/view/97383#comment-212951,2015-03-02 20:43:43
"Although your personal implementation of guessFollowsGraph may handle case sensitivity by making everything lower case, you can't assume that all implementations will return tweets where the text is all lower case since it's not against the postconditions. In all of your tests, it's probably a good idea to check equality in a way where it will ignore the case of whatever guessFollowsGraph returns. ",bellr (S),hwang123,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/97021#comment-210108,2015-03-01 13:41:20,"Although your personal implementation of guessFollowsGraph may handle case sensitivity by making everything lower case, you can't assume that all implementations will return tweets where the text is all lower case since it's not against the postconditions. In all of your tests, it's probably a good idea to check equality in a way where it will ignore the case of whatever guessFollowsGraph returns. ",bellr (S),chengdai,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96802#comment-210088,2015-03-01 13:27:34
"Your tests don't catch the pre-condition that the input list cannot be modified. A solution to this might be to create a deep copy of the list, pass the deep copy through the method being tested, and then asserting that the deep copy is still the same as the original list, and add this to all tests.",vchak (S),zpsaras,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/97686#comment-212690,2015-03-02 18:15:41,"Your tests don't catch the pre-condition that the input list cannot be modified. A solution to this might be to create a deep copy of the list, pass the deep copy through the method being tested, and then asserting that the deep copy is still the same as the original list, and add this to all tests.",vchak (S),kevchang,FilterTest (ps1),https://10.18.6.30/chunks/view/97199#comment-212669,2015-03-02 18:09:29
"Although this does work, the Math module has a helper method that can convert radians to degrees. Makes it a bit more explicit than multiplying your variable by seemingly arbitrary values",calvinli (T),huypham,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90616#comment-205994,2015-02-12 20:32:45,"Although this does work, the Math module has a helper method that can convert radians to degrees. Makes it a bit more explicit than multiplying your variable by seemingly arbitrary values",calvinli (T),jorenl,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89919#comment-205947,2015-02-12 20:13:27
"For each test case, describe which partitions it falls under.",shikexue (T),hollandd,FilterTest (ps1),https://10.18.6.30/chunks/view/97525#comment-213073,2015-03-02 21:33:18,"For each test case, describe which partitions it falls under.",shikexue (T),stewarta,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/97418#comment-212699,2015-03-02 18:19:11
"Here you add the new row, but do you ever add the photo to the new row?",kevchang (S),nlucas,ConcretePage (ps2),https://10.18.6.30/chunks/view/102838#comment-218737,2015-03-21 22:07:17,"Up to you, bu tconsider declaring a class variable initialized to 0 to avoid the magic number.",kevchang (S),jasmeet,ConcreteStyle (ps2),https://10.18.6.30/chunks/view/102533#comment-218510,2015-03-21 16:49:55
"Can you always be guaranteed that 360 + turnAngle will be a positive number? If I'm not mistaken, atan2 has output in the range from -pi to pi; therefore, angleToTarget could have a minimum value of -90. If current heading is 350, then turnAngle will be -440. See this link for my reference: http://docs.oracle.com/javase/7/docs/api/java/lang/Math.html#atan2(double,%20double)",vtjeng (S),amva13,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91642#comment-203244,2015-02-11 09:32:38,"Can you always be guaranteed that 360 + turnAngle will be a positive number? If I'm not mistaken, atan2 has output in the range from -pi to pi; therefore, angleToTarget could have a minimum value of -90. If current heading is 350, then turnAngle will be -440. See this link for my reference: http://docs.oracle.com/javase/7/docs/api/java/lang/Math.html#atan2(double,%20double)",vtjeng (S),ajays235,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91840#comment-203237,2015-02-11 09:29:18
"possible bug. possible bug here. if deltaAngle is a very negative number, say -1040 degrees, then the if statement will only increment it to another negative number. To fix this, you should put a while loop (while deltaAngle<0) ",edenmark (S),lahuang4,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91487#comment-204176,2015-02-11 18:27:40,"possible bug here. if heading is a very negative number, say - 720, then the if statement will only increment it to -360. To fix this, you should put a while loop (while heading <0) ",edenmark (S),peniel,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90249#comment-203650,2015-02-11 14:18:56
"If you are closing the socket when a mine is dug, make sure to print out a ""BOOM!"" message.  ",gcliang (S),jasmeet,MinesweeperServer (ps3),https://10.18.6.30/chunks/view/113825#comment-243457,2015-04-13 12:26:51,"If you are closing the socket when a mine is dug, make sure to print out a ""BOOM!"" message.  ",gcliang (S),lucasem,MinesweeperServer (ps3),https://10.18.6.30/chunks/view/113886#comment-243419,2015-04-13 12:17:01
